gene_id	gene_name	entrez_id	desc	tx_names	is_rbp	self_rbp	is_cancer_gene	uorf_tx_number	all_tx_number	max_uorf_kozak_score	max_main_kozak_score	diff_score	deltaC_smg6	deltaC_upf1	deltaX_smg6	deltaX_upf1	delta_KD	nmd_gene_control_tpm	nmd_gene_xrn1_tpm	nmd_gene_smg6_tpm	nmd_gene_upf1_tpm	nmd_uorf_tx_control_tpm	nmd_uorf_tx_xrn1_tpm	nmd_uorf_tx_smg6_tpm	nmd_uorf_tx_upf1_tpm	nmd_frac_control	nmd_frac_xrn1	nmd_frac_smg6	nmd_frac_upf1	kd_gene_control_tpm	kd_gene_knockdown_tpm	kd_uorf_tx_control_tpm	kd_uorf_tx_knockdown_tpm	kd_frac_control	kd_frac_knockdown
ENSG00000134748.12	PRPF38A	84950	pre-mRNA processing factor 38A	ENST00000257181.9	TRUE	FALSE	FALSE	1	1	0.94500911597158	0.903904291088124	0.041104824883456015	0	0	0	0	NA	75.408003	59.19583	96.307722	81.989416	75.408003	59.19583	96.307722	81.989416	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000116221.11	MRPL37	51253	mitochondrial ribosomal protein L37	ENST00000360840.5	TRUE	FALSE	FALSE	1	1	0.991917832801189	0.888533462364075	0.1033843704371139	0	0	0	0	NA	60.163564	60.900876	62.626308	74.527965	60.163564	60.900876	62.626308	74.527965	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000162599.11	NFIA	4774	nuclear factor I A	ENST00000407417.3, ENST00000403491.3, ENST00000371187.3	FALSE	FALSE	FALSE	1	3	0.876951839087497	0.90494058482655	-0.027988745739053078	-0.04666137742580595	-0.13457614073294527	0.044486187419372214	-0.04342857588776711	NA	18.766227	21.780514	19.431166	26.959204999999997	6.257205	5.277015	5.57223	5.360916	0.3334290371740681	0.2422814723288899	0.2867676597482621	0.1988528964411228	NA	NA	NA	NA	NA	NA
ENSG00000162607.8	USP1	7398	ubiquitin specific peptidase 1	ENST00000371146.1, ENST00000339950.4	FALSE	FALSE	FALSE	1	2	0.692887568553909	0.886143965535772	-0.19325639698186303	0.21474513141100282	0.09288263203190739	0.14844295868360413	0.026580459304508697	NA	12.798789	11.096324	13.547528	15.874020999999999	7.279773	7.047145	10.614911	10.503343	0.5687860781203596	0.6350882508477583	0.7835312095313625	0.661668710152267	NA	NA	NA	NA	NA	NA
ENSG00000125703.10	ATG4C	84938	autophagy related 4C cysteine peptidase	ENST00000317868.4, ENST00000371120.3	FALSE	FALSE	FALSE	2	2	0.70371115949098	0.883781944965163	-0.1800707854741831	0	0	0	0	NA	42.344347	53.221646	69.460594	73.245334	42.344347	53.221646	69.460594	73.245334	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000116678.14	LEPR	3953	leptin receptor	ENST00000371059.3, ENST00000406510.3	FALSE	FALSE	FALSE	2	2	0.968493011420839	0.894054476600486	0.07443853482035301	0	0	0	0	NA	4.756513	5.1283	5.955972	4.536011	4.756513	5.1283	5.955972	4.536011	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000162623.11	TYW3	127253	tRNA-yW synthesizing protein 3 homolog	ENST00000457880.2, ENST00000370867.3, ENST00000421739.2	FALSE	FALSE	FALSE	3	3	0.907157339681821	0.919860449320488	-0.012703109638667054	0	0	0	0	NA	57.703921	46.804193999999995	66.432565	70.09224999999999	57.703921	46.804193999999995	66.432565	70.09224999999999	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000117054.9	ACADM	34	acyl-CoA dehydrogenase medium chain	ENST00000370841.4, ENST00000543667.1	FALSE	FALSE	FALSE	1	2	0.982861250202391	0.982861250202391	0	-0.003506108423070864	8.625114947614643e-4	-0.007725691641870647	-0.0033570717240383185	NA	211.620701	152.369469	174.389412	155.573477	210.074615	151.899204	172.503907	154.571052	0.9926940701325812	0.9969136533513809	0.9891879617095103	0.9935565816273426	NA	NA	NA	NA	NA	NA
ENSG00000137955.11	RABGGTB	5876	Rab geranylgeranyltransferase subunit beta	ENST00000535300.1	FALSE	FALSE	FALSE	1	1	0.243902558796014	0.820594207771046	-0.576691648975032	0	0	0	0	NA	137.401804	169.971829	323.010861	367.018311	137.401804	169.971829	323.010861	367.018311	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000142875.15	PRKACB	5567	protein kinase cAMP-activated catalytic subunit beta	ENST00000370689.2, ENST00000370688.3, ENST00000370685.3, ENST00000370680.1	FALSE	FALSE	FALSE	2	4	0.651816152970523	0.960725993425859	-0.308909840455336	-0.36231842270084713	-0.22671856267118096	-0.47259987014484484	-0.33700001011517866	NA	5.315273	7.606871	6.790643	6.623709	4.729097	7.606871	3.581386	4.391519	0.8897185525560023	1	0.5274001298551552	0.6629999898848213	NA	NA	NA	NA	NA	NA
ENSG00000097033.10	SH3GLB1	51100	SH3 domain containing GRB2 like, endophilin B1	ENST00000370558.4, ENST00000535010.1	FALSE	FALSE	FALSE	1	2	0.895103382538394	0.895103382538394	0	-0.01212407831590756	0.0028729662250155386	-0.01142463132870497	0.0035724132122181285	NA	31.043949	30.157780000000002	38.173929	47.49052	30.814605	29.913889	37.429087	47.276112	0.9926122800936182	0.9919128331064156	0.9804882017777107	0.9954852463186338	NA	NA	NA	NA	NA	NA
ENSG00000143013.8	LMO4	8543	LIM domain only 4	ENST00000370544.5, ENST00000370542.1	FALSE	FALSE	FALSE	1	2	0.678183606776352	0.955618889515441	-0.277435282739089	-0.07599914459909524	-0.03168053947494626	-0.024802072799828323	0.019516532324320657	NA	14.72469	15.249892	22.165425	19.924415	5.769629	5.194671	7.000606	7.17584	0.39183364811075816	0.34063657631149125	0.3158345035116629	0.3601531086358119	NA	NA	NA	NA	NA	NA
ENSG00000143033.13	MTF2	22823	metal response element binding transcription factor 2	ENST00000540243.1, ENST00000545708.1, ENST00000370298.4, ENST00000370303.4	FALSE	FALSE	FALSE	4	4	0.838788556269523	0.936423803288494	-0.09763524701897097	0	0	0	0	NA	107.313486	56.395019	72.447777	97.447997	107.313486	56.395019	72.447777	97.447997	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000134186.7	PRPF38B	55119	pre-mRNA processing factor 38B	ENST00000370025.4, ENST00000370021.1	TRUE	FALSE	FALSE	1	2	0.620560922320999	0.977045852707374	-0.35648493038637497	-0.020341212396453368	-0.04521803328217666	-0.06658728789837298	-0.09146410878409628	NA	18.274741	14.622534	24.867622	48.662531	17.03466	14.306518	22.674326	43.159982	0.9321423488300054	0.978388424331925	0.911801136433552	0.8869243155478287	NA	NA	NA	NA	NA	NA
ENSG00000121957.8	GPSM2	29899	G protein signaling modulator 2	ENST00000264126.3	FALSE	FALSE	FALSE	1	1	0.675165830732209	0.906296943925204	-0.23113111319299495	0	0	0	0	NA	8.610732	6.809539	9.566838	10.313845	8.610732	6.809539	9.566838	10.313845	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000065135.7	GNAI3	2773	G protein subunit alpha i3	ENST00000369851.4	FALSE	FALSE	FALSE	1	1	0.653446619517636	0.99302509657238	-0.339578477054744	0	0	0	0	NA	120.157784	111.726836	106.923309	125.356648	120.157784	111.726836	106.923309	125.356648	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000116337.11	AMPD2	271	adenosine monophosphate deaminase 2	ENST00000342115.4, ENST00000528667.1, ENST00000358729.4, ENST00000393688.3	FALSE	FALSE	FALSE	2	4	0.681577677519624	0.963966637059061	-0.2823889595394371	0.11974438621184305	0.005816256670629433	-0.7027476626764249	-0.8166757922176385	NA	4.144389	1.482579	3.781141	10.335449	0.735662	1.482579	1.123953	1.894738	0.17750795111173204	1	0.2972523373235751	0.18332420778236147	NA	NA	NA	NA	NA	NA
ENSG00000134255.9	CEPT1	10390	choline/ethanolamine phosphotransferase 1	ENST00000545121.1, ENST00000357172.4	FALSE	FALSE	FALSE	1	2	0.635940346353659	0.878776444564832	-0.2428360982111729	0.07340072040089907	0.04947904117037183	0.03726894251189994	0.013347263281372701	NA	19.661165	26.056613	36.059124000000004	35.517624000000005	17.66525	24.352932	35.045326	33.669409	0.898484398050675	0.9346161759396742	0.9718851184515741	0.9479634392210469	NA	NA	NA	NA	NA	NA
ENSG00000155363.14	MOV10	4343	Mov10 RISC complex RNA helicase	ENST00000413052.2, ENST00000369645.1, ENST00000544796.1, ENST00000369644.1, ENST00000357443.2	TRUE	FALSE	FALSE	1	5	0.636700595038542	0.943982819839733	-0.30728222480119094	0.16357832810648798	0.012623805508413022	0.339832686796812	0.18887816419873701	NA	3.8869569999999998	8.153039	5.562301	8.516786	1.427485	1.557195	2.952627	3.235304	0.3672500107410501	0.19099565205072613	0.5308283388475381	0.37987381624946315	NA	NA	NA	NA	NA	NA
ENSG00000198799.7	LRIG2	9860	leucine rich repeats and immunoglobulin like domains 2	ENST00000361127.5	FALSE	FALSE	FALSE	1	1	0.866979884884422	0.951330896473396	-0.08435101158897396	0	0	0	0	NA	0.265761	0.262438	1.051253	0.994626	0.265761	0.262438	1.051253	0.994626	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000118655.4	DCLRE1B	64858	DNA cross-link repair 1B	ENST00000369563.3	FALSE	FALSE	FALSE	1	1	0.944560605789052	0.946678637000396	-0.002118031211344018	0	0	0	0	NA	4.264707	3.638562	4.250599	4.145514	4.264707	3.638562	4.250599	4.145514	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163399.11	ATP1A1	476	ATPase Na+/K+ transporting subunit alpha 1	ENST00000295598.5, ENST00000537345.1, ENST00000369496.4	FALSE	FALSE	TRUE	1	3	0.674363480192509	1	-0.325636519807491	0.10735630916460626	0.18761957857653502	-0.3097854827278045	-0.22952221331587574	NA	10.178144	10.291049000000001	18.77642	13.339534	1.144281	5.449801	4.126712	4.002459	0.11242531054777768	0.5295671024401885	0.21978161971238394	0.3000448891243127	NA	NA	NA	NA	NA	NA
ENSG00000198162.8	MAN1A2	10905	mannosidase alpha class 1A member 2	ENST00000356554.3	FALSE	FALSE	FALSE	1	1	0.831513766670576	0.910388788354449	-0.07887502168387306	0	0	0	0	NA	2.456529	2.20831	3.251763	2.870948	2.456529	2.20831	3.251763	2.870948	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000188610.8	FAM72B	653820	family with sequence similarity 72 member B	ENST00000369390.3, ENST00000355228.4	FALSE	FALSE	FALSE	1	2	0.634981435037081	0.941575351288456	-0.306593916251375	-0.12084970506306547	0.022029814906345868	-0.09929216426267967	0.04358735570673167	NA	24.065404	30.885377	30.437120999999998	32.968450000000004	9.507851	11.536499	8.346896	13.751589	0.3950837891605726	0.3735262483601868	0.2742340840975071	0.41711360406691844	NA	NA	NA	NA	NA	NA
ENSG00000213240.7	NOTCH2NL	NA	NA	ENST00000362074.6, ENST00000369340.3	FALSE	FALSE	FALSE	1	2	0.687573772396002	0.875014951663474	-0.18744117926747195	0.1388269886980279	0.11107261999552187	0.08365079027949718	0.05589642157699115	NA	5.6897150000000005	10.687801	11.50338	15.464087999999999	4.899829	9.793758	11.50338	15.034892	0.8611730113019721	0.9163492097205028	1	0.972245631297494	NA	NA	NA	NA	NA	NA
ENSG00000117289.7	TXNIP	10628	thioredoxin interacting protein	ENST00000369317.4	FALSE	FALSE	FALSE	1	1	0.566744749657711	0.936874708172421	-0.37012995851471	0	0	0	0	NA	5.395577	8.862792	12.338158	25.719047	5.395577	8.862792	12.338158	25.719047	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000121848.9	RNF115	27246	ring finger protein 115	ENST00000369291.5	FALSE	FALSE	FALSE	1	1	0.698789197403093	0.953047617248908	-0.254258419845815	0	0	0	0	NA	17.067282	23.016487	31.896561	40.239844	17.067282	23.016487	31.896561	40.239844	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000116128.5	BCL9	607	BCL9 transcription coactivator	ENST00000234739.3	FALSE	FALSE	TRUE	1	1	0.822654295533874	0.832529249692863	-0.00987495415898898	0	0	0	0	NA	1.275489	1.598625	1.939094	2.137772	1.275489	1.598625	1.939094	2.137772	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000187145.10	MRPS21	54460	mitochondrial ribosomal protein S21	ENST00000309092.7, ENST00000369084.5	TRUE	FALSE	FALSE	2	2	0.662676451869329	0.921494302327734	-0.258817850458405	0	0	0	0	NA	973.237744	976.302908	930.54638	811.614143	973.237744	976.302908	930.54638	811.614143	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000117360.8	PRPF3	9129	pre-mRNA processing factor 3	ENST00000324862.6, ENST00000543398.1, ENST00000414970.2	TRUE	FALSE	FALSE	3	3	0.627438656626094	0.932822538911789	-0.305383882285695	0	0	0	0	NA	60.263518999999995	47.434028	84.53223	106.51725800000001	60.263518999999995	47.434028	84.53223	106.51725800000001	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143363.11	PRUNE	NA	NA	ENST00000368937.1, ENST00000368936.1, ENST00000368935.1, ENST00000368934.1	FALSE	FALSE	FALSE	2	4	0.935118790352071	0.968257912575199	-0.03313912222312798	0.054422343391035355	0.15593396422985517	-0.20364217208435464	-0.10213055124553483	NA	26.519777	18.984144	32.151598	23.370801	9.472370999999999	11.679917	13.233718	11.991917	0.3571813971135579	0.6152459125889479	0.41160374050459325	0.5131153613434131	NA	NA	NA	NA	NA	NA
ENSG00000213190.2	MLLT11	10962	MLLT11 transcription factor 7 cofactor	ENST00000368921.3	FALSE	FALSE	TRUE	1	1	0.704729156992225	0.887445281535294	-0.18271612454306896	0	0	0	0	NA	7.289955	4.914059	5.957719	8.061552	7.289955	4.914059	5.957719	8.061552	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143398.15	PIP5K1A	8394	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	ENST00000441902.2	FALSE	FALSE	FALSE	1	1	0.886877796425617	0.937251853562115	-0.05037405713649801	0	0	0	0	NA	12.893988	10.644604	15.436112	20.889387	12.893988	10.644604	15.436112	20.889387	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000160679.8	CHTOP	26097	chromatin target of PRMT1	ENST00000368694.3, ENST00000403433.1, ENST00000368687.1, ENST00000368686.1	TRUE	FALSE	FALSE	2	4	0.478212011272271	0.935703357162525	-0.457491345890254	0.08253725376509971	0.09845894293991164	-0.0010821221276696436	0.014839567047142288	NA	1110.224641	609.508295	785.922359	752.721681	71.241923	90.07819599999999	115.299667	122.413523	0.06416892615158593	0.14778830204435528	0.14670617991668564	0.16262786909149757	NA	NA	NA	NA	NA	NA
ENSG00000143578.11	CREB3L4	148327	cAMP responsive element binding protein 3 like 4	ENST00000405694.3, ENST00000368607.3, ENST00000271889.4	FALSE	FALSE	FALSE	3	3	0.923223909779945	0.950698824720052	-0.02747491494010701	0	0	0	0	NA	1.294085	2.507378	4.441617	4.314288	1.294085	2.507378	4.441617	4.314288	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000173207.8	CKS1B	1163	CDC28 protein kinase regulatory subunit 1B	ENST00000368439.1, ENST00000368436.1	FALSE	FALSE	FALSE	1	2	0.910846086308271	0.910846086308271	0	0.04712625464706088	0.08142695472222838	0.033390162502120124	0.06769086257728762	NA	944.720353	988.2303919999999	933.8627180000001	1038.121266	339.013415	368.20144	379.126599	457.061437	0.3588505465383998	0.3725866386833406	0.4059768011854607	0.4402775012606282	NA	NA	NA	NA	NA	NA
ENSG00000132718.7	SYT11	23208	synaptotagmin 11	ENST00000368324.4, ENST00000539162.1	FALSE	FALSE	FALSE	2	2	0.625584478392761	0.939403546725592	-0.313819068332831	0	0	0	0	NA	12.604358	4.023677	7.358655000000001	8.191785	12.604358	4.023677	7.358655000000001	8.191785	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000160785.9	SLC25A44	9673	solute carrier family 25 member 44	ENST00000359511.4, ENST00000423538.2	FALSE	FALSE	FALSE	2	2	0.948137369074518	0.98549654986347	-0.03735918078895206	0	0	0	0	NA	4.4228250000000005	4.793302	7.769508	8.298452	4.4228250000000005	4.793302	7.769508	8.298452	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143294.10	PRCC	5546	proline rich mitotic checkpoint control factor	ENST00000271526.4, ENST00000353233.3	FALSE	FALSE	TRUE	2	2	0.943354217471436	0.941137826583292	0.00221639088814396	0	0	0	0	NA	10.080748	7.361396	10.731926	10.575989	10.080748	7.361396	10.731926	10.575989	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000158793.9	NIT1	4817	nitrilase 1	ENST00000368007.4, ENST00000392190.5	FALSE	FALSE	FALSE	2	2	0.876011955625647	0.960758481838983	-0.084746526213336	0	0	0	0	NA	17.821846999999998	25.546038	29.091946999999998	32.709173	17.821846999999998	25.546038	29.091946999999998	32.709173	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000152332.11	UHMK1	127933	U2AF homology motif kinase 1	ENST00000489294.1	TRUE	FALSE	FALSE	1	1	0.929976908833373	0.914971017414262	0.015005891419111017	0	0	0	0	NA	0.416529	0.685223	1.234673	0.908892	0.416529	0.685223	1.234673	0.908892	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143228.8	NUF2	83540	NUF2 component of NDC80 kinetochore complex	ENST00000367900.3, ENST00000271452.3	FALSE	FALSE	FALSE	2	2	0.871495377603485	0.94676503379193	-0.07526965618844494	0	0	0	0	NA	61.482664	51.247315	56.670647	68.010904	61.482664	51.247315	56.670647	68.010904	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143157.7	POGK	57645	pogo transposable element derived with KRAB domain	ENST00000367876.4	FALSE	FALSE	FALSE	1	1	0.938770254276701	0.949604913639773	-0.01083465936307193	0	0	0	0	NA	3.939571	1.57542	2.552419	2.769654	3.939571	1.57542	2.552419	2.769654	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000143164.11	DCAF6	55827	DDB1 and CUL4 associated factor 6	ENST00000367843.3, ENST00000312263.6, ENST00000367840.3	FALSE	FALSE	FALSE	2	3	0.878392337409716	0.923374661986426	-0.04498232457671003	-0.11258343333096066	-0.07707267330825562	-0.09392636206463843	-0.05841560204193339	NA	14.273672000000001	6.881263	21.676503	26.758819	1.606979	0.646332	0	0.950226	0.11258343333096066	0.09392636206463843	0	0.03551076002270504	NA	NA	NA	NA	NA	NA
ENSG00000010165.15	METTL13	NA	NA	ENST00000362019.3, ENST00000361735.3	FALSE	FALSE	FALSE	2	2	0.870943182670011	0.92753479317218	-0.05659161050216899	0	0	0	0	NA	24.218588	20.414403999999998	17.736753	17.252993	24.218588	20.414403999999998	17.736753	17.252993	1	1	1	1	NA	NA	NA	NA	NA	NA
